Id,PostTypeId,AcceptedAnswerId,CreationDate,Score,ViewCount,OwnerUserId,LastEditorUserId,LastEditDate,LastActivityDate,Title,Tags,AnswerCount,CommentCount,FavoriteCount,ParentId,ClosedDate,OwnerDisplayName
6950,2,,2018-06-29T12:37:02.203,0,,2193,,,2018-06-29T12:37:02.203,,,,1,,6916,,
6951,2,,2018-06-29T12:45:09.203,1,,15935,,,2018-06-29T12:45:09.203,,,,0,,6852,,
6952,1,,2018-06-29T14:09:14.537,7,155,9947,9947,2018-06-29T14:20:33.470,2018-11-30T07:03:11.833,CNN's vs Densely Connected NN's,"neural-networks,machine-learning,convolutional-neural-networks",3,0,1,,,
6953,1,6955,2018-06-29T14:31:57.610,6,847,16597,1641,2018-09-22T18:14:58.670,2018-09-22T18:14:58.670,Why does Monte Carlo work when a real opponent's behavior may not be random,"game-ai,search,monte-carlo-tree-search",3,1,1,,,
6954,2,,2018-06-29T15:09:03.767,0,,13088,13088,2018-06-29T15:38:49.243,2018-06-29T15:38:49.243,,,,0,,6953,,
6955,2,,2018-06-29T15:30:27.467,2,,1641,1641,2018-08-21T08:33:55.060,2018-08-21T08:33:55.060,,,,5,,6953,,
6956,2,,2018-06-29T17:10:42.347,0,,15935,,,2018-06-29T17:10:42.347,,,,6,,6952,,
6957,5,,2018-06-29T19:47:29.073,0,,1671,1671,2018-06-29T19:47:29.073,2018-06-29T19:47:29.073,,,,0,,,,
6958,4,,2018-06-29T19:47:29.073,0,,1671,1671,2018-06-29T19:47:29.073,2018-06-29T19:47:29.073,,,,0,,,,
6959,1,6960,2018-06-29T19:51:58.097,2,73,7800,7800,2018-06-29T20:24:08.943,2018-06-29T21:36:48.500,How to use Machine Learning with simple games?,"machine-learning,deep-learning,game-ai,javascript",1,1,1,,,
6960,2,,2018-06-29T21:36:48.500,1,,1847,,,2018-06-29T21:36:48.500,,,,2,,6959,,
6961,1,,2018-06-30T07:03:48.363,5,813,16609,9062,2018-07-06T18:11:29.120,2019-01-17T12:43:05.633,Structure of LSTM RNNs,"neural-networks,recurrent-neural-networks,lstm",2,2,,,,
6962,2,,2018-06-30T11:51:18.480,1,,16612,4709,2019-04-22T19:57:05.173,2019-04-22T19:57:05.173,,,,1,,6855,,
6965,1,,2018-06-30T17:37:49.283,2,360,9947,,,2018-06-30T18:23:40.640,Can AI solve jumbled words?,"natural-language-processing,world-knowledge",1,3,,,,
6966,2,,2018-06-30T18:23:40.640,3,,15935,,,2018-06-30T18:23:40.640,,,,4,,6965,,
6967,2,,2018-06-30T18:39:53.747,1,,16606,,,2018-06-30T18:39:53.747,,,,0,,6139,,
6968,1,,2018-07-01T04:52:30.513,2,324,13053,9947,2018-07-01T05:22:35.250,2019-07-01T20:16:09.813,"What is a ""generalized"" machine learning algorithm?","machine-learning,algorithm",4,1,,,,
6969,2,,2018-07-01T04:56:46.943,0,,15935,12853,2019-07-01T20:16:09.813,2019-07-01T20:16:09.813,,,,0,,6968,,
6970,2,,2018-07-01T05:09:00.143,0,,15935,,,2018-07-01T05:09:00.143,,,,0,,6961,,
6971,2,,2018-07-01T05:12:58.683,1,,9947,9947,2018-07-01T05:21:00.757,2018-07-01T05:21:00.757,,,,0,,6968,,
6972,1,6974,2018-07-01T06:59:12.860,0,117,16628,,,2018-07-01T10:35:48.490,Using CNN to identify buildings from aerial images,convolutional-neural-networks,1,2,,,,
6974,2,,2018-07-01T10:35:48.490,0,,15935,,,2018-07-01T10:35:48.490,,,,0,,6972,,
6975,1,,2018-07-01T12:55:29.650,3,115,1581,2193,2018-07-02T20:10:44.550,2018-08-31T21:02:08.447,Can Artificial Being learn despite a lack of self-awareness?,"intelligent-agent,reference-request,sense,self-awareness",1,2,,,,
6976,2,,2018-07-01T13:23:44.763,0,,15935,,,2018-07-01T13:23:44.763,,,,0,,5461,,
6977,1,,2018-07-01T15:18:13.480,1,72,16633,9947,2018-07-02T09:47:11.443,2018-07-03T04:26:43.007,What YOLO algorithm can I use for images with noise as I will implement it in real time,"machine-learning,deep-learning,tensorflow",1,0,,,,
6978,1,,2018-07-01T15:41:13.983,5,123,16634,1671,2018-07-02T20:01:30.417,2018-08-01T22:00:59.357,Predicting Human Level Artificial Intelligence,"agi,human-like,soft-question",1,0,1,,,
6979,2,,2018-07-01T16:57:23.500,1,,11571,,,2018-07-01T16:57:23.500,,,,0,,6975,,
6980,2,,2018-07-01T19:03:52.113,0,,1581,1581,2018-07-01T19:11:18.303,2018-07-01T19:11:18.303,,,,1,,6903,,
6981,2,,2018-07-02T06:53:18.180,1,,11571,,,2018-07-02T06:53:18.180,,,,0,,5990,,
6982,1,6983,2018-07-02T07:47:23.303,11,1384,11584,,,2018-07-02T09:12:24.587,Why does DQN require two different networks?,"reinforcement-learning,q-learning,dqn",1,0,3,,,
6983,2,,2018-07-02T09:12:24.587,9,,1847,,,2018-07-02T09:12:24.587,,,,1,,6982,,
6984,2,,2018-07-02T12:46:06.317,1,,15935,15935,2018-07-03T04:26:43.007,2018-07-03T04:26:43.007,,,,0,,6977,,
6985,1,,2018-07-02T12:51:39.223,2,49,15935,2444,2019-06-27T23:32:02.440,2019-06-27T23:35:14.717,What are some resources regarding the complexity of training neural networks?,"convolutional-neural-networks,reference-request,time-complexity,complexity-theory",1,1,,,,
6986,1,,2018-07-02T14:45:16.303,1,27,16654,,,2018-07-02T16:03:54.123,"Restoration of localized damaged areas (time signals, but guess also applicable to images)","neural-networks,training",1,1,,,,
6987,2,,2018-07-02T16:03:54.123,1,,15935,,,2018-07-02T16:03:54.123,,,,1,,6986,,
6988,2,,2018-07-02T16:08:01.350,0,,15935,8,2018-07-02T21:02:21.280,2018-07-02T21:02:21.280,,,,0,,1485,,
6989,2,,2018-07-02T20:08:32.503,2,,1671,,,2018-07-02T20:08:32.503,,,,1,,6978,,
6990,1,6999,2018-07-03T02:56:44.167,3,784,16343,16343,2018-07-03T03:42:45.420,2018-07-03T14:12:32.950,Matrix Dimension for Linear regression coefficients,"machine-learning,linear-regression",2,6,,,,
6991,2,,2018-07-03T03:49:51.887,1,,9947,9947,2018-07-03T04:08:48.557,2018-07-03T04:08:48.557,,,,8,,6990,,
6992,2,,2018-07-03T06:10:42.173,-1,,15935,,,2018-07-03T06:10:42.173,,,,1,,5193,,
6993,2,,2018-07-03T06:29:00.720,4,,16663,16663,2018-08-08T19:26:33.413,2018-08-08T19:26:33.413,,,,0,,2637,,
6994,1,,2018-07-03T10:59:23.103,4,59,16669,,,2018-10-08T05:49:08.947,What techniques to explore for dynamic clustering of documents (emails)?,"unsupervised-learning,soft-question",2,2,,,,
6995,1,,2018-07-03T11:13:09.053,1,24,9941,1671,2018-07-03T16:23:38.280,2018-07-03T16:23:38.280,Simple question about HS algorithm's formul(Optical flow),"algorithm,math",0,1,,,,
6996,1,,2018-07-03T12:15:24.907,2,123,16671,,,2018-07-05T12:18:36.390,Neural network architecture for line orientation prediction,convolutional-neural-networks,1,5,,,,
6997,1,7006,2018-07-03T13:43:24.843,6,281,16672,1671,2018-07-03T16:22:46.547,2018-07-19T18:48:17.997,What's a good resource for getting familiar with reinforcement learning?,"reinforcement-learning,getting-started",4,0,4,,,
6998,2,,2018-07-03T14:03:51.340,3,,15935,16987,2018-07-19T18:48:17.997,2018-07-19T18:48:17.997,,,,7,,6997,,
6999,2,,2018-07-03T14:12:32.950,1,,16101,,,2018-07-03T14:12:32.950,,,,1,,6990,,
7000,1,,2018-07-03T15:55:33.983,3,528,16674,7800,2018-07-05T18:46:45.590,2018-07-05T18:46:45.590,Regarding Yolo and Keras,"convolutional-neural-networks,image-recognition,object-recognition,implementation",1,0,,,,
7001,2,,2018-07-03T17:03:41.707,4,,15935,7800,2018-07-05T18:45:36.650,2018-07-05T18:45:36.650,,,,2,,7000,,
7003,1,,2018-07-03T20:23:32.997,1,47,16678,,,2018-07-03T20:23:32.997,Why do we have to solve MDP in each iteration of Maximum Entropy Inverse Reinforcement Learning?,"machine-learning,reinforcement-learning",0,0,,,,
7004,2,,2018-07-03T20:44:28.883,2,,16497,,,2018-07-03T20:44:28.883,,,,0,,6997,,
7005,2,,2018-07-03T22:49:46.140,3,,2444,,,2018-07-03T22:49:46.140,,,,0,,6997,,
7006,2,,2018-07-03T23:40:37.887,4,,16101,,,2018-07-03T23:40:37.887,,,,0,,6997,,
7007,2,,2018-07-04T00:13:58.457,0,,14749,,,2018-07-04T00:13:58.457,,,,0,,6968,,
7008,1,7014,2018-07-04T05:37:37.410,3,2150,16383,,,2018-07-12T06:12:53.887,CNN with OpenCV,"deep-learning,convolutional-neural-networks,tensorflow",5,2,,,,
7009,2,,2018-07-04T09:19:42.660,-1,,9062,,,2018-07-04T09:19:42.660,,,,1,,6903,,
7010,2,,2018-07-04T09:27:46.157,2,,9062,,,2018-07-04T09:27:46.157,,,,0,,6770,,
7011,2,,2018-07-04T09:50:42.303,1,,15935,,,2018-07-04T09:50:42.303,,,,3,,7008,,
7013,1,7015,2018-07-04T11:53:12.263,4,125,11571,,,2018-07-04T12:11:09.080,Why has the General problem solver failed?,heuristics,1,0,,,,
7014,2,,2018-07-04T12:09:20.330,4,,16101,,,2018-07-04T12:09:20.330,,,,2,,7008,,
7015,2,,2018-07-04T12:11:09.080,1,,15935,,,2018-07-04T12:11:09.080,,,,0,,7013,,
7016,2,,2018-07-04T12:19:58.240,0,,16343,,,2018-07-04T12:19:58.240,,,,0,,6903,,
7018,1,7034,2018-07-04T13:50:25.157,4,215,16685,1847,2018-07-05T11:20:27.257,2018-07-11T18:11:47.610,How good is facial recognition exployed in public surveillance,"image-recognition,facial-recognition",2,2,,,,
7019,2,,2018-07-04T14:28:28.860,0,,15935,,,2018-07-04T14:28:28.860,,,,0,,6770,,
7021,1,,2018-07-04T19:52:56.650,9,287,4199,4302,2018-10-19T21:52:47.367,2018-10-19T21:52:47.367,Is the smartest robot more clever than the stupidest human?,"robots,reasoning,intelligence",6,2,,,,
7022,2,,2018-07-04T19:58:50.787,2,,16687,,,2018-07-04T19:58:50.787,,,,0,,3156,,
7023,2,,2018-07-04T21:03:31.600,3,,16689,2193,2018-07-05T18:46:09.017,2018-07-05T18:46:09.017,,,,0,,6926,,
7024,1,7026,2018-07-04T22:04:37.217,2,48,16690,,,2018-07-05T03:44:06.693,Automatic image classification,"neural-networks,datasets",1,0,0,,,
7025,1,,2018-07-05T03:36:27.490,2,355,16343,,,2018-07-09T17:29:49.330,Is Christopher Bishop’s “Pattern Recognition and Machine Learning” out of date in 2018?,"machine-learning,pattern-recognition,reference-request",1,2,,,,
7026,2,,2018-07-05T03:44:06.693,2,,15935,,,2018-07-05T03:44:06.693,,,,0,,7024,,
7027,1,7028,2018-07-05T05:25:27.123,4,1133,16694,16694,2018-07-05T06:20:52.520,2018-07-05T08:02:49.463,Do we know what the units of neural networks will do before we train them?,"backpropagation,neurons",1,0,2,,,
7028,2,,2018-07-05T08:02:49.463,8,,1847,,,2018-07-05T08:02:49.463,,,,1,,7027,,
7029,2,,2018-07-05T08:34:12.227,2,,16355,16355,2018-07-05T18:49:13.540,2018-07-05T18:49:13.540,,,,2,,7021,,
7030,2,,2018-07-05T08:42:29.827,3,,4302,,,2018-07-05T08:42:29.827,,,,3,,7021,,
7031,2,,2018-07-05T09:55:51.623,-3,,15935,16355,2018-07-05T12:03:59.727,2018-07-05T12:03:59.727,,,,1,,7021,,
7032,1,,2018-07-05T10:36:42.557,1,187,15391,,,2018-07-16T19:20:37.360,Why is exact inference in bayesian network both NP-hard and P-hard?,"problem-solving,bayes",1,0,,,,
7033,1,7036,2018-07-05T11:56:28.173,2,43,16702,,,2018-07-05T12:24:12.087,Are there any Neural network benchmarks(forward-pass speed) around?,"convolutional-neural-networks,computer-vision,feedforward",1,0,,,,
7034,2,,2018-07-05T12:11:28.643,1,,4302,4302,2018-07-05T12:17:37.330,2018-07-05T12:17:37.330,,,,2,,7018,,
7035,2,,2018-07-05T12:18:36.390,1,,16101,,,2018-07-05T12:18:36.390,,,,0,,6996,,
7036,2,,2018-07-05T12:24:12.087,1,,16101,,,2018-07-05T12:24:12.087,,,,0,,7033,,
7037,2,,2018-07-05T14:59:31.667,4,,16708,16708,2019-05-18T09:11:26.620,2019-05-18T09:11:26.620,,,,0,,3156,,
7038,2,,2018-07-05T16:49:50.170,2,,1581,,,2018-07-05T16:49:50.170,,,,0,,7008,,
7039,2,,2018-07-05T18:19:25.830,3,,1671,1671,2018-07-05T21:39:02.600,2018-07-05T21:39:02.600,,,,4,,7021,,
7040,2,,2018-07-05T18:20:28.697,2,,9947,9947,2018-07-05T19:03:33.980,2018-07-05T19:03:33.980,,,,1,,7021,,
7041,2,,2018-07-05T20:29:24.550,0,,7800,,,2018-07-05T20:29:24.550,,,,0,,7008,,
7042,1,,2018-07-05T21:42:17.983,5,557,4199,,,2018-07-08T06:54:07.363,An AI that asks questions?,"strong-ai,chat-bots",4,1,3,,,
7043,2,,2018-07-06T03:48:07.483,2,,5763,,,2018-07-06T03:48:07.483,,,,0,,7042,,
7044,1,,2018-07-06T03:49:26.513,9,540,16715,,,2018-07-11T05:54:46.377,Beyond neural networks?,"neural-networks,convolutional-neural-networks,recurrent-neural-networks",4,3,4,,,
7045,2,,2018-07-06T08:15:48.427,1,,15935,16355,2018-07-06T09:27:04.043,2018-07-06T09:27:04.043,,,,0,,7042,,
7046,2,,2018-07-06T08:21:24.043,1,,15935,15935,2018-07-06T09:27:59.383,2018-07-06T09:27:59.383,,,,0,,7044,,
7048,1,,2018-07-06T11:43:00.037,1,28,10167,,,2018-07-06T11:43:00.037,How to visualize/interpret text prediction model results?,"prediction,lstm,performance,graphs",0,0,,,,
7049,1,7050,2018-07-06T11:57:23.427,3,622,16720,16720,2018-07-06T12:18:14.527,2018-07-06T14:38:47.160,DQN input representation for a card game,"reinforcement-learning,dqn",1,0,2,,,
7050,2,,2018-07-06T14:38:47.160,3,,7496,,,2018-07-06T14:38:47.160,,,,8,,7049,,
7051,1,7492,2018-07-06T14:42:14.027,4,250,16724,16724,2018-07-06T15:02:21.843,2018-08-08T22:00:58.383,Representing inputs and outputs for a card game neural network,"neural-networks,reinforcement-learning,game-ai",1,2,,,,
7052,2,,2018-07-06T15:36:33.383,2,,16101,,,2018-07-06T15:36:33.383,,,,5,,7044,,
7053,2,,2018-07-06T18:59:45.860,1,,1581,,,2018-07-06T18:59:45.860,,,,1,,7042,,
7054,1,,2018-07-06T21:26:06.797,1,47,16678,,,2018-07-07T02:07:10.850,Gradient descent update,"machine-learning,reinforcement-learning,gradient-descent",1,0,,,,
7055,2,,2018-07-07T02:07:10.850,3,,16101,,,2018-07-07T02:07:10.850,,,,0,,7054,,
7056,2,,2018-07-07T02:33:26.160,1,,4302,,,2018-07-07T02:33:26.160,,,,0,,6899,,
7057,1,7064,2018-07-07T03:50:25.143,2,34,14913,,,2018-07-07T06:41:02.177,"Taking into consideration ""Number of Steps"" in RL","machine-learning,reinforcement-learning",1,0,,,,
7058,2,,2018-07-07T03:58:08.293,1,,4302,,,2018-07-07T03:58:08.293,,,,0,,7044,,
7060,2,,2018-07-07T05:00:00.337,0,,4302,,,2018-07-07T05:00:00.337,,,,0,,5577,,
7061,1,7071,2018-07-07T05:43:51.720,3,623,16734,,,2018-07-07T23:36:33.663,Training Multi class classification (One-vs-all) on Neural network,neural-networks,2,0,,,,
7062,2,,2018-07-07T06:30:40.930,2,,15935,,,2018-07-07T06:30:40.930,,,,0,,7061,,
7064,2,,2018-07-07T06:41:02.177,3,,1847,,,2018-07-07T06:41:02.177,,,,0,,7057,,
7065,2,,2018-07-07T08:33:33.747,2,,16737,,,2018-07-07T08:33:33.747,,,,0,,5322,,
7067,2,,2018-07-07T14:41:49.480,0,,16741,,,2018-07-07T14:41:49.480,,,,0,,5769,,
7069,2,,2018-07-07T15:26:04.627,0,,16741,,,2018-07-07T15:26:04.627,,,,0,,5107,,
7070,1,,2018-07-07T16:20:37.687,1,20,16744,,,2018-07-07T16:20:37.687,Python:Collaborative Filtering-How to find correlation using multiple variable,python,0,0,,,,
7071,2,,2018-07-07T23:36:33.663,2,,16101,,,2018-07-07T23:36:33.663,,,,5,,7061,,
7072,2,,2018-07-07T23:47:57.603,1,,4302,4302,2018-10-15T23:38:02.657,2018-10-15T23:38:02.657,,,,0,,2810,,
7073,1,,2018-07-08T00:25:31.127,3,101,15294,2444,2019-06-25T17:21:05.897,2019-06-25T17:29:08.267,Could an AI be built to learn based of interaction with a human?,"machine-learning,theory,active-learning",4,0,0,,,
7074,2,,2018-07-08T03:32:07.307,1,,16751,,,2018-07-08T03:32:07.307,,,,1,,7073,,
7075,2,,2018-07-08T06:54:07.363,1,,33,,,2018-07-08T06:54:07.363,,,,0,,7042,,
7076,2,,2018-07-08T07:00:09.743,3,,33,33,2018-07-09T01:01:13.263,2018-07-09T01:01:13.263,,,,2,,7073,,
7077,2,,2018-07-08T07:06:44.577,1,,33,,,2018-07-08T07:06:44.577,,,,0,,5322,,
7078,2,,2018-07-08T09:38:47.370,6,,4302,,,2018-07-08T09:38:47.370,,,,0,,3258,,
7079,1,,2018-07-08T11:12:20.297,9,748,4302,4302,2019-08-21T15:44:06.750,2019-08-21T15:44:06.750,What topologies are largely unexplored in machine learning?,"convolutional-neural-networks,natural-language-processing,topology,graph-theory,structure",2,0,8,,,
7080,2,,2018-07-08T11:35:19.460,2,,16207,,,2018-07-08T11:35:19.460,,,,0,,6182,,
7081,1,,2018-07-08T12:35:32.677,1,81,16755,1581,2018-07-08T21:43:47.730,2018-07-09T13:51:09.097,AI to recognize keyword in a phrase within a context,"machine-learning,search",1,3,,,,
7082,1,7083,2018-07-08T12:46:01.443,2,65,11584,,,2018-07-08T15:21:26.113,Convergence in multi-agent environment,"q-learning,multi-agent-systems,dqn",1,0,,,,
7083,2,,2018-07-08T15:03:06.490,3,,1847,1847,2018-07-08T15:21:26.113,2018-07-08T15:21:26.113,,,,5,,7082,,
7084,2,,2018-07-08T18:41:28.840,1,,16715,2444,2019-06-25T17:29:08.267,2019-06-25T17:29:08.267,,,,0,,7073,,
7085,2,,2018-07-08T18:51:00.173,1,,1581,1807,2018-07-09T13:51:09.097,2018-07-09T13:51:09.097,,,,0,,7081,,
7086,1,7087,2018-07-08T19:09:46.223,2,78,16720,,,2018-07-08T20:47:56.393,Can DQN announce it has things in its hand in a card game?,"reinforcement-learning,dqn",1,7,,,,
7087,2,,2018-07-08T20:47:56.393,4,,1847,,,2018-07-08T20:47:56.393,,,,1,,7086,,
7088,1,7089,2018-07-09T00:06:57.810,8,3067,16199,27818,2019-08-08T09:41:27.563,2019-08-08T09:41:27.563,How to choose an activation function?,"neural-networks,machine-learning,math,activation-function",2,0,7,,,
7089,2,,2018-07-09T01:44:31.187,8,,16101,16101,2018-07-09T14:40:07.347,2018-07-09T14:40:07.347,,,,3,,7088,,
7090,1,7238,2018-07-09T04:55:36.230,6,5873,16687,9062,2018-07-09T12:44:27.497,2018-07-21T16:20:45.313,Can LSTM Nets be speed up by GPU?,"tensorflow,keras,lstm",2,0,,,,
7091,2,,2018-07-09T08:20:57.967,7,,12630,,,2018-07-09T08:20:57.967,,,,2,,7090,,
7092,5,,2018-07-09T10:55:14.957,0,,1807,1807,2018-07-09T19:29:02.937,2018-07-09T19:29:02.937,,,,0,,,,
7093,4,,2018-07-09T10:55:14.957,0,,1807,1807,2018-07-09T19:29:05.843,2018-07-09T19:29:05.843,,,,0,,,,
7094,1,,2018-07-09T11:01:30.103,4,351,13257,,,2019-05-03T19:02:50.527,Sparsity constraint in a deep autoencoder,"machine-learning,deep-network,autoencoders",0,1,,,,
7095,2,,2018-07-09T13:51:27.067,-1,,14503,,,2018-07-09T13:51:27.067,,,,1,,7088,,
7096,1,7103,2018-07-09T14:10:33.937,1,271,16609,16609,2018-07-09T14:49:00.507,2018-07-16T01:34:26.387,Backward Pass for LSTMs,"neural-networks,machine-learning,recurrent-neural-networks,backpropagation,lstm",1,0,,,,
7098,2,,2018-07-09T16:49:45.707,1,,16199,16199,2018-07-09T16:54:57.867,2018-07-09T16:54:57.867,,,,0,,6368,,
7099,2,,2018-07-09T17:29:49.330,1,,1581,,,2018-07-09T17:29:49.330,,,,0,,7025,,
7100,1,7102,2018-07-10T06:08:56.580,3,105,8385,,,2018-07-10T10:27:04.300,Does machine learning continue to learn?,machine-learning,1,4,1,,,
7102,2,,2018-07-10T10:15:27.190,1,,16159,16159,2018-07-10T10:27:04.300,2018-07-10T10:27:04.300,,,,2,,7100,,
7103,2,,2018-07-10T11:34:20.593,1,,16101,16101,2018-07-16T01:34:26.387,2018-07-16T01:34:26.387,,,,4,,7096,,
7104,2,,2018-07-10T13:38:29.800,1,,16101,,,2018-07-10T13:38:29.800,,,,0,,5838,,
7105,1,7193,2018-07-10T15:18:26.090,6,223,9947,1671,2018-07-10T18:42:30.223,2018-07-19T08:47:31.460,Can ML/AI understand incomplete constructs like humans?,"machine-learning,human-like,incomplete-information",3,2,1,,,
7106,2,,2018-07-10T16:48:06.643,1,,7800,,,2018-07-10T16:48:06.643,,,,1,,7105,,
7107,2,,2018-07-10T18:59:58.547,1,,1581,1581,2018-07-10T19:36:49.707,2018-07-10T19:36:49.707,,,,0,,7105,,
7108,1,,2018-07-10T21:17:29.053,2,84,11589,,,2018-07-11T07:34:38.460,How to implement a Restricted Boltzmann Machine manually?,"programming-languages,implementation,boltzmann-machine",2,1,,,,
7109,1,,2018-07-10T21:35:57.660,8,109,16466,,,2019-07-29T21:01:20.163,"5 years later, are maxout networks dead, and why?","deep-learning,dropout",1,1,1,,,
7111,2,,2018-07-11T03:10:45.763,1,,4302,4302,2018-08-04T01:24:01.653,2018-08-04T01:24:01.653,,,,7,,6953,,
7112,2,,2018-07-11T03:23:47.133,1,,9203,,,2018-07-11T03:23:47.133,,,,0,,2942,,
7113,2,,2018-07-11T04:00:38.433,1,,9203,,,2018-07-11T04:00:38.433,,,,2,,7108,,
7114,2,,2018-07-11T05:54:46.377,0,,9062,,,2018-07-11T05:54:46.377,,,,0,,7044,,
7115,2,,2018-07-11T06:17:19.153,1,,9062,9062,2018-07-12T06:12:53.887,2018-07-12T06:12:53.887,,,,0,,7008,,
7116,2,,2018-07-11T07:34:38.460,1,,4302,,,2018-07-11T07:34:38.460,,,,1,,7108,,
7117,1,,2018-07-11T11:15:12.787,1,29,10167,,,2018-07-11T11:15:12.787,Does it make sense to add word embeddings as additional features for LSTM model?,"keras,lstm,word2vec",0,0,,,,
7120,1,,2018-07-11T17:34:57.947,2,69,16818,2444,2019-06-29T22:33:03.207,2019-06-29T22:33:03.207,Open source IBM Watson-like chatbot suitable for academic usage?,"chat-bots,watson",0,2,,,2019-06-30T22:18:54.960,
7121,2,,2018-07-11T18:04:19.990,0,,12273,,,2018-07-11T18:04:19.990,,,,0,,6921,,
7122,1,7133,2018-07-11T18:09:39.210,1,509,12273,,,2018-07-13T05:11:10.003,How to label training data for YOLO,"convolutional-neural-networks,computer-vision,object-recognition",1,0,2,,,
7123,2,,2018-07-11T18:11:47.610,0,,11571,,,2018-07-11T18:11:47.610,,,,0,,7018,,
7124,1,,2018-07-11T21:32:24.720,1,157,16591,,,2018-07-11T21:32:24.720,Generating time series for doing time-series forecasting with LSTM,"python,lstm",0,0,,,,
7125,1,,2018-07-12T10:21:21.180,0,39,16827,7800,2018-07-12T15:55:22.887,2018-07-12T15:55:22.887,SckitLearn not running,machine-learning,1,1,,,2018-07-12T16:40:02.220,
7126,2,,2018-07-12T13:28:02.650,2,,7800,,,2018-07-12T13:28:02.650,,,,0,,7125,,
7127,1,7132,2018-07-12T14:10:49.160,2,73,16829,7800,2018-07-12T18:23:25.890,2018-07-12T19:40:09.037,Finding the right questions to increase accuracy in classification,"machine-learning,classification,statistical-ai",2,0,,,,
7128,1,,2018-07-12T16:42:29.630,1,35,14371,,,2018-07-12T23:33:14.813,does human digital consciousness counts as artificial consciousness?,artificial-consciousness,0,4,,,,
7129,1,,2018-07-12T17:51:32.460,4,115,16833,16833,2018-07-19T18:16:47.357,2018-07-29T19:43:40.473,"Has government-level legal work been done to determine the ""rights"" of a General Artificial Intelligence, in any country?","ethics,legal,self-awareness,digital-rights",2,3,1,,,
7130,2,,2018-07-12T18:09:30.623,5,,4302,4302,2018-10-15T23:15:23.633,2018-10-15T23:15:23.633,,,,0,,3488,,
7131,2,,2018-07-12T18:39:50.070,0,,9203,,,2018-07-12T18:39:50.070,,,,1,,7127,,
7132,2,,2018-07-12T19:40:09.037,1,,1641,,,2018-07-12T19:40:09.037,,,,4,,7127,,
7133,2,,2018-07-12T21:46:23.837,2,,12006,12006,2018-07-13T05:11:10.003,2018-07-13T05:11:10.003,,,,5,,7122,,
7134,1,,2018-07-12T21:58:31.837,2,38,16836,1671,2018-07-16T18:01:00.047,2018-07-16T18:01:00.047,The use of classification algorithms nowdays,"deep-learning,classification,soft-question",1,0,1,,,
7137,1,,2018-07-13T09:47:49.763,5,168,16844,,,2018-07-13T12:52:30.547,"Why not teach to a NN not only what is true, but also what is not true?","neural-networks,deep-learning,backpropagation,learning-algorithms",1,0,1,,,
7138,2,,2018-07-13T11:41:49.077,1,,15465,,,2018-07-13T11:41:49.077,,,,0,,7134,,
7139,2,,2018-07-13T12:43:58.817,7,,1847,1847,2018-07-13T12:52:30.547,2018-07-13T12:52:30.547,,,,4,,7137,,
7142,1,7143,2018-07-13T16:26:06.620,2,878,16199,16199,2018-07-13T20:32:32.203,2018-07-13T20:32:32.203,Is Deep Q Neural Network (DQN) applicable only with images as inputs?,dqn,1,0,,,,
7143,2,,2018-07-13T16:50:52.540,4,,1641,,,2018-07-13T16:50:52.540,,,,2,,7142,,
7144,1,,2018-07-13T18:17:09.933,2,36,16853,4302,2018-10-08T12:47:11.887,2018-10-08T12:47:11.887,Extracting referenced documents,"natural-language-processing,automation",0,3,,,,
7145,1,11354,2018-07-14T06:36:22.957,5,178,11571,,,2019-03-21T13:30:03.303,"How can i program a “Intuitive Physics Engine"" for a walking simulator?",models,1,0,1,,,
7146,1,,2018-07-14T13:15:27.980,1,66,16199,1671,2018-07-20T16:56:25.187,2018-07-20T16:56:25.187,Comprehensive list of MOOCs and books on Reinforcement Learning,"reinforcement-learning,getting-started,reference-request",0,5,,,,
7147,1,9532,2018-07-14T13:27:12.740,2,153,16862,,,2018-12-15T09:55:01.773,Gradient of boltzmann policy over reward function,"reinforcement-learning,optimization,gradient-descent",1,0,,,,
7148,1,,2018-07-14T15:04:55.230,1,58,16864,,,2018-07-14T15:04:55.230,"deep learning, memorizing the input data not learning",deep-learning,0,1,,,,
7149,1,,2018-07-14T21:48:53.510,1,26,16871,,,2018-07-15T14:52:34.127,How to solve problem: pairwise grouping to maximise score,problem-solving,0,2,0,,,
7151,1,,2018-07-15T06:06:39.910,1,63,16878,,,2018-07-15T06:06:39.910,How do GAN's generator actually work?,"machine-learning,deep-learning,convolutional-neural-networks,generative-model,minimax",0,0,,,,
7153,1,7521,2018-07-15T08:43:31.690,3,38,15525,2444,2019-05-02T16:02:52.567,2019-05-02T16:02:52.567,Maximizing or Minimizing in Trust Region Policy Optimization?,"reinforcement-learning,optimization,deep-rl,trpo",1,0,,,,
7154,1,,2018-07-15T11:44:17.030,2,61,16720,,,2018-07-15T16:30:40.507,Can the opponent's turn affect the reward for a DQN agent action?,"reinforcement-learning,dqn,open-ai",1,0,,,,
7156,2,,2018-07-15T16:05:53.023,3,,1847,1847,2018-07-15T16:30:40.507,2018-07-15T16:30:40.507,,,,8,,7154,,
7157,1,,2018-07-16T12:14:58.103,1,71,16901,,,2018-07-16T12:14:58.103,Using CNN LSTMs for prediction of images from image series,"convolutional-neural-networks,prediction,lstm",0,0,,,,
